d,D,B,rsmin,serie
0.004,0.009000000000000001,0.004,0.0001,38
0.004,0.009000000000000001,0.0,0.0001,48
0.004,0.009000000000000001,0.0,0.0001,58
0.004,0.009000000000000001,0.0,0.0001,68
0.005,0.011,0.0,0.0,08
0.005,0.011,0.003,0.00015,18
0.005,0.011,0.004,0.00015,28
0.005,0.011,0.005,0.00015,38
0.005,0.011,0.0,0.00015,48
0.005,0.011,0.0,0.00015,58
0.005,0.011,0.0,0.00015,68
0.006,0.013000000000000001,0.0,0.0,08
0.006,0.013000000000000001,0.0035,0.00015,18
0.006,0.013000000000000001,0.005,0.00015,28
0.006,0.013000000000000001,0.006,0.00015,38
0.006,0.013000000000000001,0.0,0.00015,48
0.006,0.013000000000000001,0.0,0.00015,58
0.006,0.013000000000000001,0.0,0.00015,68
0.007,0.014,0.0,0.0,08
0.007,0.014,0.0035,0.00015,18
0.007,0.014,0.005,0.00015,28
0.007,0.014,0.006,0.00015,38
0.007,0.014,0.0,0.00015,48
0.007,0.014,0.0,0.00015,58
0.007,0.014,0.0,0.00015,68
0.008,0.016,0.0,0.0,08
0.008,0.016,0.004,0.0002,18
0.008,0.016,0.005,0.0002,28
0.008,0.016,0.006,0.0002,38
0.008,0.016,0.008,0.0002,48
0.008,0.016,0.0,0.0002,58
0.008,0.016,0.0,0.0002,68
0.009000000000000001,0.017,0.0,0.0,08
0.009000000000000001,0.017,0.004,0.0002,18
0.009000000000000001,0.017,0.005,0.0002,28
0.009000000000000001,0.017,0.006,0.0002,38
0.009000000000000001,0.017,0.008,0.0002,48
0.009000000000000001,0.017,0.0,0.0002,58
0.009000000000000001,0.017,0.0,0.0002,68
0.01,0.019,0.0,0.0,08
0.01,0.019,0.005,0.0003,18
0.01,0.019,0.006,0.0003,28
0.01,0.019,0.007,0.0003,38
0.01,0.019,0.009000000000000001,0.0003,48
0.01,0.019,0.0,0.0003,58
0.01,0.019,0.0,0.0003,68
0.012,0.021,0.0,0.0,08
0.012,0.021,0.005,0.0003,18
0.012,0.021,0.006,0.0003,28
0.012,0.021,0.007,0.0003,38
0.012,0.021,0.009000000000000001,0.0003,48
0.012,0.021,0.0,0.0003,58
0.012,0.021,0.0,0.0003,68
0.015,0.024,0.0,0.0,08
0.015,0.024,0.005,0.0003,18
0.015,0.024,0.006,0.0003,28
0.015,0.024,0.007,0.0003,38
0.015,0.024,0.009000000000000001,0.0003,48
0.015,0.024,0.0,0.0003,58
0.015,0.024,0.0,0.0003,68
0.017,0.026000000000000002,0.0,0.0,08
0.017,0.026000000000000002,0.005,0.0003,18
0.017,0.026000000000000002,0.006,0.0003,28
0.017,0.026000000000000002,0.007,0.0003,38
0.017,0.026000000000000002,0.009000000000000001,0.0003,48
0.017,0.026000000000000002,0.0,0.0003,58
0.017,0.026000000000000002,0.0,0.0003,68
0.02,0.032,0.004,0.0003,08
0.02,0.032,0.007,0.0003,18
0.02,0.032,0.008,0.0003,28
0.02,0.032,0.01,0.0003,38
0.02,0.032,0.012,0.0003,48
0.02,0.032,0.016,0.0003,58
0.02,0.032,0.022,0.0003,68
0.022,0.034,0.004,0.0003,08
0.022,0.034,0.007,0.0003,18
0.022,0.034,0.0,0.0003,28
0.022,0.034,0.01,0.0003,38
0.022,0.034,0.0,0.0003,48
0.022,0.034,0.016,0.0003,58
0.022,0.034,0.022,0.0003,68
0.025,0.037,0.004,0.0003,08
0.025,0.037,0.007,0.0003,18
0.025,0.037,0.008,0.0003,28
0.025,0.037,0.01,0.0003,38
0.025,0.037,0.012,0.0003,48
0.025,0.037,0.016,0.0003,58
0.025,0.037,0.022,0.0003,68
0.028,0.04,0.004,0.0003,08
0.028,0.04,0.007,0.0003,18
0.028,0.04,0.0,0.0003,28
0.028,0.04,0.01,0.0003,38
0.028,0.04,0.0,0.0003,48
0.028,0.04,0.016,0.0003,58
0.028,0.04,0.022,0.0003,68
0.03,0.042,0.004,0.0003,08
0.03,0.042,0.007,0.0003,18
0.03,0.042,0.008,0.0003,28
0.03,0.042,0.01,0.0003,38
0.03,0.042,0.012,0.0003,48
0.03,0.042,0.016,0.0003,58
0.03,0.042,0.022,0.0003,68
0.032,0.044,0.004,0.0003,08
0.032,0.044,0.007,0.0003,18
0.032,0.044,0.0,0.0003,28
0.032,0.044,0.01,0.0003,38
0.032,0.044,0.0,0.0003,48
0.032,0.044,0.016,0.0003,58
0.032,0.044,0.022,0.0003,68
0.035,0.047,0.004,0.0003,08
0.035,0.047,0.007,0.0003,18
0.035,0.047,0.008,0.0003,28
0.035,0.047,0.01,0.0003,38
0.035,0.047,0.012,0.0003,48
0.035,0.047,0.016,0.0003,58
0.035,0.047,0.022,0.0003,68
0.04,0.04,0.004,0.0003,08
0.04,0.04,0.007,0.0003,18
0.04,0.04,0.008,0.0003,28
0.04,0.04,0.01,0.0003,38
0.04,0.04,0.012,0.0003,48
0.04,0.04,0.016,0.0003,58
0.04,0.04,0.022,0.0003,68
0.045,0.058,0.004,0.0003,08
0.045,0.058,0.007,0.0003,18
0.045,0.058,0.008,0.0003,28
0.045,0.058,0.01,0.0003,38
0.045,0.058,0.013000000000000001,0.0003,48
0.045,0.058,0.018000000000000002,0.0003,58
0.045,0.058,0.023,0.0003,68
0.05,0.065,0.005,0.0003,08
0.05,0.065,0.007,0.0003,18
0.05,0.065,0.01,0.0003,28
0.05,0.065,0.012,0.0003,38
0.05,0.065,0.015,0.0003,48
0.05,0.065,0.02,0.0003,58
0.05,0.065,0.027,0.0003,68
0.055,0.07200000000000001,0.007,0.0003,08
0.055,0.07200000000000001,0.009000000000000001,0.0003,18
0.055,0.07200000000000001,0.011,0.0003,28
0.055,0.07200000000000001,0.013000000000000001,0.0003,38
0.055,0.07200000000000001,0.017,0.0003,48
0.055,0.07200000000000001,0.023,0.0003,58
0.055,0.07200000000000001,0.03,0.0003,68
0.06,0.078,0.007,0.0003,08
0.06,0.078,0.01,0.0003,18
0.06,0.078,0.012,0.0003,28
0.06,0.078,0.014,0.0003,38
0.06,0.078,0.018000000000000002,0.0003,48
0.06,0.078,0.024,0.0003,58
0.06,0.078,0.032,0.0003,68
0.065,0.085,0.007,0.0003,08
0.065,0.085,0.01,0.0006,18
0.065,0.085,0.013000000000000001,0.0006,28
0.065,0.085,0.015,0.0006,38
0.065,0.085,0.02,0.0006,48
0.065,0.085,0.027,0.0006,58
0.065,0.085,0.036000000000000004,0.0006,68
0.07,0.09,0.008,0.0003,08
0.07,0.09,0.01,0.0006,18
0.07,0.09,0.013000000000000001,0.0006,28
0.07,0.09,0.015,0.0006,38
0.07,0.09,0.02,0.0006,48
0.07,0.09,0.027,0.0006,58
0.07,0.09,0.036000000000000004,0.0006,68
0.075,0.095,0.008,0.0003,08
0.075,0.095,0.01,0.0006,18
0.075,0.095,0.013000000000000001,0.0006,28
0.075,0.095,0.015,0.0006,38
0.075,0.095,0.02,0.0006,48
0.075,0.095,0.027,0.0006,58
0.075,0.095,0.036000000000000004,0.0006,68
0.08,0.1,0.008,0.0003,08
0.08,0.1,0.01,0.0006,18
0.08,0.1,0.013000000000000001,0.0006,28
0.08,0.1,0.015,0.0006,38
0.08,0.1,0.02,0.0006,48
0.08,0.1,0.027,0.0006,58
0.08,0.1,0.036000000000000004,0.0006,68
0.085,0.11,0.009000000000000001,0.0003,08
0.085,0.11,0.013000000000000001,0.001,18
0.085,0.11,0.016,0.001,28
0.085,0.11,0.019,0.001,38
0.085,0.11,0.025,0.001,48
0.085,0.11,0.034,0.001,58
0.085,0.11,0.045,0.001,68
0.09,0.115,0.009000000000000001,0.0003,08
0.09,0.115,0.013000000000000001,0.001,18
0.09,0.115,0.016,0.001,28
0.09,0.115,0.019,0.001,38
0.09,0.115,0.025,0.001,48
0.09,0.115,0.034,0.001,58
0.09,0.115,0.045,0.001,68
0.095,0.12,0.009000000000000001,0.0003,08
0.095,0.12,0.013000000000000001,0.001,18
0.095,0.12,0.016,0.001,28
0.095,0.12,0.019,0.001,38
0.095,0.12,0.025,0.001,48
0.095,0.12,0.034,0.001,58
0.095,0.12,0.045,0.001,68
0.1,0.125,0.009000000000000001,0.0003,08
0.1,0.125,0.013000000000000001,0.001,18
0.1,0.125,0.016,0.001,28
0.1,0.125,0.019,0.001,38
0.1,0.125,0.025,0.001,48
0.1,0.125,0.034,0.001,58
0.1,0.125,0.045,0.001,68
0.105,0.13,0.009000000000000001,0.0003,08
0.105,0.13,0.013000000000000001,0.001,18
0.105,0.13,0.016,0.001,28
0.105,0.13,0.019,0.001,38
0.105,0.13,0.025,0.001,48
0.105,0.13,0.034,0.001,58
0.105,0.13,0.045,0.001,68
0.11,0.14,0.01,0.0006,08
0.11,0.14,0.016,0.001,18
0.11,0.14,0.019,0.001,28
0.11,0.14,0.023,0.001,38
0.11,0.14,0.03,0.001,48
0.11,0.14,0.04,0.001,58
0.11,0.14,0.054,0.001,68
0.12,0.15,0.01,0.0006,08
0.12,0.15,0.016,0.001,18
0.12,0.15,0.019,0.001,28
0.12,0.15,0.023,0.001,38
0.12,0.15,0.03,0.001,48
0.12,0.15,0.04,0.001,58
0.12,0.15,0.054,0.001,68
0.13,0.165,0.011,0.0006,08
0.13,0.165,0.018000000000000002,0.0011,18
0.13,0.165,0.022,0.0011,28
0.13,0.165,0.026000000000000002,0.0011,38
0.13,0.165,0.035,0.0011,48
0.13,0.165,0.046,0.0011,58
0.13,0.165,0.063,0.0011,68
0.14,0.17500000000000002,0.011,0.0006,08
0.14,0.17500000000000002,0.018000000000000002,0.0011,18
0.14,0.17500000000000002,0.022,0.0011,28
0.14,0.17500000000000002,0.026000000000000002,0.0011,38
0.14,0.17500000000000002,0.035,0.0011,48
0.14,0.17500000000000002,0.046,0.0011,58
0.14,0.17500000000000002,0.063,0.0011,68
0.15,0.19,0.013000000000000001,0.0006,08
0.15,0.19,0.02,0.0011,18
0.15,0.19,0.024,0.0011,28
0.15,0.19,0.03,0.0011,38
0.15,0.19,0.04,0.0011,48
0.15,0.19,0.054,0.0011,58
0.15,0.19,0.07100000000000001,0.0011,68
0.16,0.2,0.013000000000000001,0.0006,08
0.16,0.2,0.02,0.0011,18
0.16,0.2,0.024,0.0011,28
0.16,0.2,0.03,0.0011,38
0.16,0.2,0.04,0.0011,48
0.16,0.2,0.054,0.0011,58
0.16,0.2,0.07100000000000001,0.0011,68
0.17,0.215,0.014,0.0006,08
0.17,0.215,0.022,0.0011,18
0.17,0.215,0.027,0.0011,28
0.17,0.215,0.034,0.0011,38
0.17,0.215,0.045,0.0011,48
0.17,0.215,0.06,0.0011,58
0.17,0.215,0.08,0.0011,68
0.18,0.225,0.014,0.0006,08
0.18,0.225,0.022,0.0011,18
0.18,0.225,0.027,0.0011,28
0.18,0.225,0.034,0.0011,38
0.18,0.225,0.045,0.0011,48
0.18,0.225,0.06,0.0011,58
0.18,0.225,0.08,0.0011,68
0.19,0.24,0.016,0.001,08
0.19,0.24,0.024,0.0015,18
0.19,0.24,0.03,0.0015,28
0.19,0.24,0.037,0.0015,38
0.19,0.24,0.05,0.0015,48
0.19,0.24,0.067,0.0015,58
0.19,0.24,0.09,0.0015,68
0.2,0.25,0.016,0.001,08
0.2,0.25,0.024,0.0015,18
0.2,0.25,0.03,0.0015,28
0.2,0.25,0.037,0.0015,38
0.2,0.25,0.05,0.0015,48
0.2,0.25,0.067,0.0015,58
0.2,0.25,0.09,0.0015,68
0.22,0.27,0.016,0.001,08
0.22,0.27,0.024,0.0015,18
0.22,0.27,0.03,0.0015,28
0.22,0.27,0.037,0.0015,38
0.22,0.27,0.05,0.0015,48
0.22,0.27,0.067,0.0015,58
0.22,0.27,0.09,0.0015,68
0.24,0.3,0.019,0.001,08
0.24,0.3,0.028,0.002,18
0.24,0.3,0.036000000000000004,0.002,28
0.24,0.3,0.045,0.002,38
0.24,0.3,0.06,0.002,48
0.24,0.3,0.08,0.002,58
0.24,0.3,0.109,0.002,68
0.26,0.32,0.019,0.001,08
0.26,0.32,0.028,0.002,18
0.26,0.32,0.036000000000000004,0.002,28
0.26,0.32,0.045,0.002,38
0.26,0.32,0.06,0.002,48
0.26,0.32,0.08,0.002,58
0.26,0.32,0.109,0.002,68
0.28,0.35000000000000003,0.022,0.0011,08
0.28,0.35000000000000003,0.033,0.002,18
0.28,0.35000000000000003,0.042,0.002,28
0.28,0.35000000000000003,0.052000000000000005,0.002,38
0.28,0.35000000000000003,0.069,0.002,48
0.28,0.35000000000000003,0.095,0.002,58
0.28,0.35000000000000003,0.125,0.002,68
0.3,0.38,0.025,0.0015,08
0.3,0.38,0.038,0.0021000000000000003,18
0.3,0.38,0.048,0.0021000000000000003,28
0.3,0.38,0.06,0.0021000000000000003,38
0.3,0.38,0.08,0.0021000000000000003,48
0.3,0.38,0.109,0.0021000000000000003,58
0.3,0.38,0.145,0.0021000000000000003,68
0.32,0.4,0.025,0.0015,08
0.32,0.4,0.038,0.0021000000000000003,18
0.32,0.4,0.048,0.0021000000000000003,28
0.32,0.4,0.06,0.0021000000000000003,38
0.32,0.4,0.08,0.0021000000000000003,48
0.32,0.4,0.109,0.0021000000000000003,58
0.32,0.4,0.145,0.0021000000000000003,68
0.34,0.42,0.025,0.0015,08
0.34,0.42,0.038,0.0021000000000000003,18
0.34,0.42,0.048,0.0021000000000000003,28
0.34,0.42,0.06,0.0021000000000000003,38
0.34,0.42,0.08,0.0021000000000000003,48
0.34,0.42,0.109,0.0021000000000000003,58
0.34,0.42,0.145,0.0021000000000000003,68
0.36,0.44,0.025,0.0015,08
0.36,0.44,0.038,0.0021000000000000003,18
0.36,0.44,0.048,0.0021000000000000003,28
0.36,0.44,0.06,0.0021000000000000003,38
0.36,0.44,0.08,0.0021000000000000003,48
0.36,0.44,0.109,0.0021000000000000003,58
0.36,0.44,0.145,0.0021000000000000003,68
0.38,0.48,0.031,0.002,08
0.38,0.48,0.046,0.0021000000000000003,18
0.38,0.48,0.06,0.0021000000000000003,28
0.38,0.48,0.075,0.0021000000000000003,38
0.38,0.48,0.1,0.0021000000000000003,48
0.38,0.48,0.136,0.0021000000000000003,58
0.38,0.48,0.18,0.0021000000000000003,68
0.4,0.5,0.031,0.002,08
0.4,0.5,0.046,0.0021000000000000003,18
0.4,0.5,0.06,0.0021000000000000003,28
0.4,0.5,0.075,0.0021000000000000003,38
0.4,0.5,0.1,0.0021000000000000003,48
0.4,0.5,0.136,0.0021000000000000003,58
0.4,0.5,0.18,0.0021000000000000003,68
0.42,0.52,0.031,0.002,08
0.42,0.52,0.046,0.0021000000000000003,18
0.42,0.52,0.06,0.0021000000000000003,28
0.42,0.52,0.075,0.0021000000000000003,38
0.42,0.52,0.1,0.0021000000000000003,48
0.42,0.52,0.136,0.0021000000000000003,58
0.42,0.52,0.18,0.0021000000000000003,68
0.44,0.54,0.031,0.002,08
0.44,0.54,0.046,0.0021000000000000003,18
0.44,0.54,0.06,0.0021000000000000003,28
0.44,0.54,0.075,0.0021000000000000003,38
0.44,0.54,0.1,0.0021000000000000003,48
0.44,0.54,0.136,0.0021000000000000003,58
0.44,0.54,0.18,0.0021000000000000003,68
0.46,0.58,0.037,0.0021000000000000003,08
0.46,0.58,0.056,0.003,18
0.46,0.58,0.07200000000000001,0.003,28
0.46,0.58,0.09,0.003,38
0.46,0.58,0.11800000000000001,0.003,48
0.46,0.58,0.16,0.003,58
0.46,0.58,0.218,0.003,68
0.48,0.6,0.037,0.0021000000000000003,08
0.48,0.6,0.056,0.003,18
0.48,0.6,0.07200000000000001,0.003,28
0.48,0.6,0.09,0.003,38
0.48,0.6,0.11800000000000001,0.003,48
0.48,0.6,0.16,0.003,58
0.48,0.6,0.218,0.003,68
0.5,0.62,0.037,0.0021000000000000003,08
0.5,0.62,0.056,0.003,18
0.5,0.62,0.07200000000000001,0.003,28
0.5,0.62,0.09,0.003,38
0.5,0.62,0.11800000000000001,0.003,48
0.5,0.62,0.16,0.003,58
0.5,0.62,0.218,0.003,68
0.53,0.65,0.037,0.0021000000000000003,08
0.53,0.65,0.056,0.003,18
0.53,0.65,0.07200000000000001,0.003,28
0.53,0.65,0.09,0.003,38
0.53,0.65,0.11800000000000001,0.003,48
0.53,0.65,0.16,0.003,58
0.53,0.65,0.218,0.003,68
0.56,0.68,0.037,0.0021000000000000003,08
0.56,0.68,0.056,0.003,18
0.56,0.68,0.07200000000000001,0.003,28
0.56,0.68,0.09,0.003,38
0.56,0.68,0.11800000000000001,0.003,48
0.56,0.68,0.16,0.003,58
0.56,0.68,0.218,0.003,68
0.6,0.73,0.042,0.003,08
0.6,0.73,0.06,0.003,18
0.6,0.73,0.078,0.003,28
0.6,0.73,0.098,0.003,38
0.6,0.73,0.128,0.003,48
0.6,0.73,0.17500000000000002,0.003,58
0.6,0.73,0.23600000000000002,0.003,68
0.63,0.78,0.048,0.003,08
0.63,0.78,0.069,0.004,18
0.63,0.78,0.088,0.004,28
0.63,0.78,0.112,0.004,38
0.63,0.78,0.15,0.004,48
0.63,0.78,0.2,0.004,58
0.63,0.78,0.272,0.004,68
0.67,0.8200000000000001,0.048,0.003,08
0.67,0.8200000000000001,0.069,0.004,18
0.67,0.8200000000000001,0.088,0.004,28
0.67,0.8200000000000001,0.112,0.004,38
0.67,0.8200000000000001,0.15,0.004,48
0.67,0.8200000000000001,0.2,0.004,58
0.67,0.8200000000000001,0.272,0.004,68
0.71,0.87,0.05,0.004,08
0.71,0.87,0.074,0.004,18
0.71,0.87,0.095,0.004,28
0.71,0.87,0.11800000000000001,0.004,38
0.71,0.87,0.16,0.004,48
0.71,0.87,0.218,0.004,58
0.71,0.87,0.29,0.004,68
0.75,0.92,0.054,0.004,08
0.75,0.92,0.078,0.005,18
0.75,0.92,0.1,0.005,28
0.75,0.92,0.128,0.005,38
0.75,0.92,0.17,0.005,48
0.75,0.92,0.23,0.005,58
0.75,0.92,0.308,0.005,68
0.8,0.98,0.057,0.004,08
0.8,0.98,0.082,0.005,18
0.8,0.98,0.106,0.005,28
0.8,0.98,0.136,0.005,38
0.8,0.98,0.18,0.005,48
0.8,0.98,0.243,0.005,58
0.8,0.98,0.325,0.005,68
0.85,1.03,0.057,0.004,08
0.85,1.03,0.082,0.005,18
0.85,1.03,0.106,0.005,28
0.85,1.03,0.136,0.005,38
0.85,1.03,0.18,0.005,48
0.85,1.03,0.243,0.005,58
0.85,1.03,0.325,0.005,68
0.9,1.09,0.06,0.005,08
0.9,1.09,0.085,0.005,18
0.9,1.09,0.112,0.005,28
0.9,1.09,0.14,0.005,38
0.9,1.09,0.19,0.005,48
0.9,1.09,0.258,0.005,58
0.9,1.09,0.34500000000000003,0.005,68
0.9500000000000001,1.1500000000000001,0.063,0.005,08
0.9500000000000001,1.1500000000000001,0.09,0.005,18
0.9500000000000001,1.1500000000000001,0.11800000000000001,0.005,28
0.9500000000000001,1.1500000000000001,0.15,0.005,38
0.9500000000000001,1.1500000000000001,0.2,0.005,48
0.9500000000000001,1.1500000000000001,0.272,0.005,58
0.9500000000000001,1.1500000000000001,0.355,0.005,68
1.0,1.22,0.07100000000000001,0.005,08
1.0,1.22,0.1,0.006,18
1.0,1.22,0.128,0.006,28
1.0,1.22,0.165,0.006,38
1.0,1.22,0.218,0.006,48
1.0,1.22,0.3,0.006,58
1.0,1.22,0.4,0.006,68
1.06,1.28,0.07100000000000001,0.005,08
1.06,1.28,0.1,0.006,18
1.06,1.28,0.128,0.006,28
1.06,1.28,0.165,0.006,38
1.06,1.28,0.218,0.006,48
1.06,1.28,0.3,0.006,58
1.06,1.28,0.4,0.006,68
1.12,1.36,0.078,0.005,08
1.12,1.36,0.106,0.006,18
1.12,1.36,0.14,0.006,28
1.12,1.36,0.18,0.006,38
1.12,1.36,0.243,0.006,48
1.12,1.36,0.325,0.006,58
1.12,1.36,0.438,0.006,68
1.18,1.42,0.078,0.005,08
1.18,1.42,0.106,0.006,18
1.18,1.42,0.14,0.006,28
1.18,1.42,0.18,0.006,38
1.18,1.42,0.243,0.006,48
1.18,1.42,0.325,0.006,58
1.18,1.42,0.438,0.006,68
1.25,1.5,0.08,0.006,08
1.25,1.5,0.112,0.006,18
1.25,1.5,0.145,0.006,28
1.25,1.5,0.185,0.006,38
1.25,1.5,0.25,0.006,48
1.25,1.5,0.335,0.006,58
1.25,1.5,0.45,0.006,68
1.32,1.6,0.088,0.006,08
1.32,1.6,0.122,0.006,18
1.32,1.6,0.165,0.006,28
1.32,1.6,0.20600000000000002,0.006,38
1.32,1.6,0.28,0.006,48
1.32,1.6,0.375,0.006,58
1.32,1.6,0.5,0.006,68
1.4000000000000001,1.7,0.095,0.006,08
1.4000000000000001,1.7,0.132,0.0075,18
1.4000000000000001,1.7,0.17500000000000002,0.0075,28
1.4000000000000001,1.7,0.224,0.0075,38
1.4000000000000001,1.7,0.3,0.0075,48
1.4000000000000001,1.7,0.4,0.0075,58
1.4000000000000001,1.7,0.545,0.0075,68
1.5,1.82,0.10300000000000001,0.006,08
1.5,1.82,0.14,0.0075,18
1.5,1.82,0.185,0.0075,28
1.5,1.82,0.243,0.0075,38
1.5,1.82,0.315,0.0075,48
1.5,1.82,0.0,0.0075,58
1.5,1.82,0.0,0.0075,68
1.6,1.95,0.112,0.0075,08
1.6,1.95,0.155,0.0075,18
1.6,1.95,0.2,0.0075,28
1.6,1.95,0.265,0.0075,38
1.6,1.95,0.34500000000000003,0.0075,48
1.6,1.95,0.0,0.0075,58
1.6,1.95,0.0,0.0075,68
1.7,2.06,0.115,0.0075,08
1.7,2.06,0.16,0.0075,18
1.7,2.06,0.20600000000000002,0.0075,28
1.7,2.06,0.272,0.0075,38
1.7,2.06,0.355,0.0075,48
1.7,2.06,0.0,0.0075,58
1.7,2.06,0.0,0.0075,68
1.8,2.18,0.122,0.0075,08
1.8,2.18,0.165,0.0095,18
1.8,2.18,0.218,0.0095,28
1.8,2.18,0.29,0.0095,38
1.8,2.18,0.375,0.0095,48
1.8,2.18,0.0,0.0095,58
1.8,2.18,0.0,0.0095,68
1.9000000000000001,2.3000000000000003,0.128,0.0075,08
1.9000000000000001,2.3000000000000003,0.17500000000000002,0.0095,18
1.9000000000000001,2.3000000000000003,0.23,0.0095,28
1.9000000000000001,2.3000000000000003,0.3,0.0095,38
1.9000000000000001,2.3000000000000003,0.4,0.0095,48
1.9000000000000001,2.3000000000000003,0.0,0.0095,58
1.9000000000000001,2.3000000000000003,0.0,0.0095,68
2.0,2.43,0.136,0.0075,08
2.0,2.43,0.19,0.0095,18
2.0,2.43,0.25,0.0095,28
2.0,2.43,0.325,0.0095,38
2.0,2.43,0.425,0.0095,48
2.0,2.43,0.0,0.0095,58
2.0,2.43,0.0,0.0095,68
2.12,2.56,0.14,0.0095,08
2.12,2.56,0.195,0.012,18
2.12,2.56,0.25,0.012,28
2.12,2.56,0.335,0.012,38
2.12,2.56,0.437,0.012,48
2.12,2.56,0.0,0.012,58
2.12,2.56,0.0,0.012,68
2.24,2.71,0.15,0.0095,08
2.24,2.71,0.20600000000000002,0.012,18
2.24,2.71,0.272,0.012,28
2.24,2.71,0.355,0.012,38
2.24,2.71,0.47500000000000003,0.012,48
2.24,2.71,0.0,0.012,58
2.24,2.71,0.0,0.012,68
2.36,2.85,0.155,0.0095,08
2.36,2.85,0.218,0.015,18
2.36,2.85,0.28,0.015,28
2.36,2.85,0.365,0.015,38
2.36,2.85,0.487,0.015,48
2.36,2.85,0.0,0.015,58
2.36,2.85,0.0,0.015,68
2.5,3.0100000000000002,0.165,0.0095,08
2.5,3.0100000000000002,0.224,0.015,18
2.5,3.0100000000000002,0.29,0.015,28
2.5,3.0100000000000002,0.387,0.015,38
2.5,3.0100000000000002,0.515,0.015,48
2.5,3.0100000000000002,0.0,0.015,58
2.5,3.0100000000000002,0.0,0.015,68
2.65,3.19,0.17500000000000002,0.012,08
2.65,3.19,0.23600000000000002,0.015,18
2.65,3.19,0.307,0.015,28
2.65,3.19,0.4,0.015,38
2.65,3.19,0.545,0.015,48
2.65,3.19,0.0,0.015,58
2.65,3.19,0.0,0.015,68
2.8000000000000003,3.37,0.18,0.012,08
2.8000000000000003,3.37,0.25,0.015,18
2.8000000000000003,3.37,0.325,0.015,28
2.8000000000000003,3.37,0.425,0.015,38
2.8000000000000003,3.37,0.58,0.015,48
2.8000000000000003,3.37,0.0,0.015,58
2.8000000000000003,3.37,0.0,0.015,68
3.0,3.61,0.195,0.012,08
3.0,3.61,0.265,0.015,18
3.0,3.61,0.355,0.015,28
3.0,3.61,0.462,0.015,38
3.0,3.61,0.615,0.015,48
3.0,3.61,0.0,0.015,58
3.0,3.61,0.0,0.015,68
3.15,3.7800000000000002,0.2,0.012,08
3.15,3.7800000000000002,0.28,0.019,18
3.15,3.7800000000000002,0.365,0.019,28
3.15,3.7800000000000002,0.47500000000000003,0.019,38
3.15,3.7800000000000002,0.63,0.019,48
3.15,3.7800000000000002,0.0,0.019,58
3.15,3.7800000000000002,0.0,0.019,68
3.35,4.0200000000000005,0.212,0.012,08
3.35,4.0200000000000005,0.29,0.019,18
3.35,4.0200000000000005,0.387,0.019,28
3.35,4.0200000000000005,0.5,0.019,38
3.35,4.0200000000000005,0.67,0.019,48
3.35,4.0200000000000005,0.0,0.019,58
3.35,4.0200000000000005,0.0,0.019,68
3.5500000000000003,4.26,0.23,0.015,08
3.5500000000000003,4.26,0.315,0.019,18
3.5500000000000003,4.26,0.41200000000000003,0.019,28
3.5500000000000003,4.26,0.53,0.019,38
3.5500000000000003,4.26,0.71,0.019,48
3.5500000000000003,4.26,0.0,0.019,58
3.5500000000000003,4.26,0.0,0.019,68
3.75,4.49,0.23600000000000002,0.015,08
3.75,4.49,0.325,0.019,18
3.75,4.49,0.425,0.019,28
3.75,4.49,0.56,0.019,38
3.75,4.49,0.75,0.019,48
3.75,4.49,0.0,0.019,58
3.75,4.49,0.0,0.019,68
4.0,4.79,0.25,0.015,08
4.0,4.79,0.34500000000000003,0.019,18
4.0,4.79,0.45,0.019,28
4.0,4.79,0.6,0.019,38
4.0,4.79,0.8,0.019,48
4.0,4.79,0.0,0.019,58
4.0,4.79,0.0,0.019,68
0.001,0.004,0.0,0.0,09
0.001,0.004,0.0016,0.0001,19
0.001,0.004,0.0,0.0001,29
0.001,0.004,0.0023,0.0001,39
0.001,0.004,0.0,0.0,49
0.001,0.004,0.0,0.0,59
0.001,0.004,0.0,0.0,69
0.0015,0.005,0.0,0.0,09
0.0015,0.005,0.002,0.00015,19
0.0015,0.005,0.0,0.00015,29
0.0015,0.005,0.0026000000000000003,0.00015,39
0.0015,0.005,0.0,0.0,49
0.0015,0.005,0.0,0.0,59
0.0015,0.005,0.0,0.0,69
0.002,0.006,0.0,0.0,09
0.002,0.006,0.0023,0.00015,19
0.002,0.006,0.0,0.00015,29
0.002,0.006,0.003,0.00015,39
0.002,0.006,0.0,0.0,49
0.002,0.006,0.0,0.0,59
0.002,0.006,0.0,0.0,69
0.0025,0.007,0.0,0.0,09
0.0025,0.007,0.0025,0.00015,19
0.0025,0.007,0.0,0.00015,29
0.0025,0.007,0.0035,0.00015,39
0.0025,0.007,0.0,0.0,49
0.0025,0.007,0.0,0.0,59
0.0025,0.007,0.0,0.0,69
0.003,0.008,0.0,0.0,09
0.003,0.008,0.003,0.00015,19
0.003,0.008,0.0,0.00015,29
0.003,0.008,0.004,0.00015,39
0.003,0.008,0.0,0.0,49
0.003,0.008,0.0,0.0,59
0.003,0.008,0.0,0.0,69
0.004,0.011,0.0,0.0,09
0.004,0.011,0.004,0.00015,19
0.004,0.011,0.0,0.00015,29
0.004,0.011,0.005,0.00015,39
0.004,0.011,0.0,0.0,49
0.004,0.011,0.0,0.0,59
0.004,0.011,0.0,0.0,69
0.005,0.013000000000000001,0.0,0.0,09
0.005,0.013000000000000001,0.004,0.0002,19
0.005,0.013000000000000001,0.0,0.0002,29
